study_accession	experiment_accession	experiment_title	experiment_desc	organism_taxid 	organism_name	library_strategy	library_source	library_selection	sample_accession	sample_title	instrument	total_spots	total_size	run_accession	run_total_spots	run_total_bases
SRP258006	SRX8160311	Sequencing of SARS-CoV-2: NRW-07	Sequencing of SARS-CoV-2: NRW-07	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522075		MinION	1008495	474412447	SRR11593363	1008495	516443228
SRP258006	SRX8160310	Sequencing of SARS-CoV-2: NRW-02 Illumina	Sequencing of SARS-CoV-2: NRW-02 Illumina	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522025		Illumina MiSeq	1004234	237975627	SRR11593364	1004234	502623008
SRP258006	SRX8160309	Sequencing of SARS-CoV-2: NRW-01 Illumina	Sequencing of SARS-CoV-2: NRW-01 Illumina	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522024		Illumina MiSeq	1028849	260735978	SRR11593365	1028849	514854180
SRP258006	SRX8160308	Sequencing of SARS-CoV-2: NRW-31 without PCR, with 20 established SARS-CoV-2 primers	Sequencing of SARS-CoV-2: NRW-31 without PCR, with 20 established SARS-CoV-2 primers	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	cDNA	SRS6522056		MinION	12639	10821274	SRR11593366	12639	12081980
SRP258006	SRX8160307	Sequencing of SARS-CoV-2: NRW-31 without PCR, random primers	Sequencing of SARS-CoV-2: NRW-31 without PCR, random primers	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	cDNA	SRS6522056		MinION	674	576589	SRR11593367	674	557452
SRP258006	SRX8160306	Sequencing of SARS-CoV-2: NRW-31 mixed allele confimation	Sequencing of SARS-CoV-2: NRW-31 mixed allele confimation	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522048		MinION	90524	43513267	SRR11593368	90524	48656052
SRP258006	SRX8160305	Sequencing of SARS-CoV-2: NRW-53	Sequencing of SARS-CoV-2: NRW-53	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522074		MinION	61213	28899243	SRR11593369	61213	31363503
SRP258006	SRX8160304	Sequencing of SARS-CoV-2: NRW-52	Sequencing of SARS-CoV-2: NRW-52	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522073		MinION	111428	52557502	SRR11593370	111428	57153289
SRP258006	SRX8160303	Sequencing of SARS-CoV-2: NRW-51	Sequencing of SARS-CoV-2: NRW-51	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522072		MinION	80863	38180907	SRR11593371	80863	41480783
SRP258006	SRX8160302	Sequencing of SARS-CoV-2: NRW-50	Sequencing of SARS-CoV-2: NRW-50	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522071		MinION	82365	38845220	SRR11593372	82365	42215402
SRP258006	SRX8160301	Sequencing of SARS-CoV-2: NRW-49	Sequencing of SARS-CoV-2: NRW-49	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522070		MinION	71899	33992620	SRR11593373	71899	36877170
SRP258006	SRX8160300	Sequencing of SARS-CoV-2: NRW-06	Sequencing of SARS-CoV-2: NRW-06	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522069		MinION	813833	381997307	SRR11593374	813833	415732243
SRP258006	SRX8160299	Sequencing of SARS-CoV-2: NRW-48	Sequencing of SARS-CoV-2: NRW-48	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522068		MinION	115910	54591332	SRR11593375	115910	59315700
SRP258006	SRX8160298	Sequencing of SARS-CoV-2: NRW-47	Sequencing of SARS-CoV-2: NRW-47	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522067		MinION	85085	40178483	SRR11593376	85085	43612169
SRP258006	SRX8160297	Sequencing of SARS-CoV-2: NRW-46	Sequencing of SARS-CoV-2: NRW-46	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522066		MinION	94090	44414520	SRR11593377	94090	48236977
SRP258006	SRX8160296	Sequencing of SARS-CoV-2: NRW-45	Sequencing of SARS-CoV-2: NRW-45	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522065		MinION	75181	35572249	SRR11593378	75181	38592331
SRP258006	SRX8160295	Sequencing of SARS-CoV-2: NRW-55	Sequencing of SARS-CoV-2: NRW-55	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522064		MinION	80512	37985097	SRR11593379	80512	41278297
SRP258006	SRX8160294	Sequencing of SARS-CoV-2: NRW-54	Sequencing of SARS-CoV-2: NRW-54	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522063		MinION	63942	30199570	SRR11593380	63942	32798685
SRP258006	SRX8160293	Sequencing of SARS-CoV-2: NRW-44	Sequencing of SARS-CoV-2: NRW-44	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522062		MinION	107433	50767820	SRR11593381	107433	55172089
SRP258006	SRX8160292	Sequencing of SARS-CoV-2: NRW-43	Sequencing of SARS-CoV-2: NRW-43	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522061		MinION	103527	48909863	SRR11593382	103527	53089127
SRP258006	SRX8160291	Sequencing of SARS-CoV-2: NRW-42	Sequencing of SARS-CoV-2: NRW-42	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522060		MinION	126943	59787665	SRR11593383	126943	64975995
SRP258006	SRX8160290	Sequencing of SARS-CoV-2: NRW-41	Sequencing of SARS-CoV-2: NRW-41	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522059		MinION	154677	73020242	SRR11593384	154677	79391941
SRP258006	SRX8160289	Sequencing of SARS-CoV-2: NRW-05	Sequencing of SARS-CoV-2: NRW-05	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522058		MinION	904904	424391535	SRR11593385	904904	461844214
SRP258006	SRX8160288	Sequencing of SARS-CoV-2: NRW-40	Sequencing of SARS-CoV-2: NRW-40	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522057		MinION	113206	53319578	SRR11593386	113206	57932619
SRP258006	SRX8160287	Sequencing of SARS-CoV-2: NRW-39	Sequencing of SARS-CoV-2: NRW-39	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522056		MinION	98145	46247285	SRR11593387	98145	50231771
SRP258006	SRX8160286	Sequencing of SARS-CoV-2: NRW-38	Sequencing of SARS-CoV-2: NRW-38	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522055		MinION	98175	46305491	SRR11593388	98175	50342269
SRP258006	SRX8160285	Sequencing of SARS-CoV-2: NRW-37	Sequencing of SARS-CoV-2: NRW-37	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522054		MinION	108386	51240709	SRR11593389	108386	55604931
SRP258006	SRX8160284	Sequencing of SARS-CoV-2: NRW-36	Sequencing of SARS-CoV-2: NRW-36	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522053		MinION	72035	34049233	SRR11593390	72035	36975150
SRP258006	SRX8160283	Sequencing of SARS-CoV-2: NRW-35	Sequencing of SARS-CoV-2: NRW-35	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522052		MinION	397514	187853993	SRR11593391	397514	203822538
SRP258006	SRX8160282	Sequencing of SARS-CoV-2: NRW-34	Sequencing of SARS-CoV-2: NRW-34	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522051		MinION	610459	288940452	SRR11593392	610459	313526004
SRP258006	SRX8160281	Sequencing of SARS-CoV-2: NRW-33	Sequencing of SARS-CoV-2: NRW-33	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522050		MinION	521757	247115461	SRR11593393	521757	267995621
SRP258006	SRX8160280	Sequencing of SARS-CoV-2: NRW-32	Sequencing of SARS-CoV-2: NRW-32	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522049		MinION	496709	235263953	SRR11593394	496709	255356410
SRP258006	SRX8160279	Sequencing of SARS-CoV-2: NRW-31	Sequencing of SARS-CoV-2: NRW-31	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522048		MinION	636286	301363680	SRR11593395	636286	326755452
SRP258006	SRX8160278	Sequencing of SARS-CoV-2: NRW-04	Sequencing of SARS-CoV-2: NRW-04	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522047		MinION	941000	442830973	SRR11593396	941000	482244175
SRP258006	SRX8160277	Sequencing of SARS-CoV-2: NRW-30	Sequencing of SARS-CoV-2: NRW-30	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522046		MinION	516638	243961665	SRR11593397	516638	264815872
SRP258006	SRX8160276	Sequencing of SARS-CoV-2: NRW-29	Sequencing of SARS-CoV-2: NRW-29	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522045		MinION	604663	286054478	SRR11593398	604663	310479647
SRP258006	SRX8160275	Sequencing of SARS-CoV-2: NRW-28	Sequencing of SARS-CoV-2: NRW-28	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522044		MinION	496300	234303464	SRR11593399	496300	254175731
SRP258006	SRX8160274	Sequencing of SARS-CoV-2: NRW-27	Sequencing of SARS-CoV-2: NRW-27	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522043		MinION	481678	227577485	SRR11593400	481678	246997580
SRP258006	SRX8160273	Sequencing of SARS-CoV-2: NRW-26	Sequencing of SARS-CoV-2: NRW-26	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522042		MinION	464495	219703613	SRR11593401	464495	238655182
SRP258006	SRX8160272	Sequencing of SARS-CoV-2: NRW-25	Sequencing of SARS-CoV-2: NRW-25	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522041		MinION	517095	245085494	SRR11593402	517095	265632935
SRP258006	SRX8160271	Sequencing of SARS-CoV-2: NRW-24	Sequencing of SARS-CoV-2: NRW-24	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522040		MinION	451335	213678414	SRR11593403	451335	231887558
SRP258006	SRX8160270	Sequencing of SARS-CoV-2: NRW-23	Sequencing of SARS-CoV-2: NRW-23	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522039		MinION	598733	282589665	SRR11593404	598733	306359385
SRP258006	SRX8160269	Sequencing of SARS-CoV-2: NRW-22	Sequencing of SARS-CoV-2: NRW-22	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522038		MinION	830757	392634421	SRR11593405	830757	425213726
SRP258006	SRX8160268	Sequencing of SARS-CoV-2: NRW-21	Sequencing of SARS-CoV-2: NRW-21	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522037		MinION	517851	244270007	SRR11593406	517851	264939446
SRP258006	SRX8160267	Sequencing of SARS-CoV-2: NRW-03	Sequencing of SARS-CoV-2: NRW-03	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522036		MinION	1039814	489754450	SRR11593407	1039814	532343180
SRP258006	SRX8160266	Sequencing of SARS-CoV-2: NRW-20	Sequencing of SARS-CoV-2: NRW-20	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522035		MinION	728358	344558332	SRR11593408	728358	374007632
SRP258006	SRX8160265	Sequencing of SARS-CoV-2: NRW-19	Sequencing of SARS-CoV-2: NRW-19	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522034		MinION	755755	356873214	SRR11593409	755755	386967455
SRP258006	SRX8160264	Sequencing of SARS-CoV-2: NRW-18	Sequencing of SARS-CoV-2: NRW-18	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522033		MinION	711130	335120732	SRR11593410	711130	363386749
SRP258006	SRX8160263	Sequencing of SARS-CoV-2: NRW-17	Sequencing of SARS-CoV-2: NRW-17	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522032		MinION	1005344	475728576	SRR11593411	1005344	515460169
SRP258006	SRX8160262	Sequencing of SARS-CoV-2: NRW-16	Sequencing of SARS-CoV-2: NRW-16	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522031		MinION	747809	352286409	SRR11593412	747809	382435065
SRP258006	SRX8160261	Sequencing of SARS-CoV-2: NRW-15	Sequencing of SARS-CoV-2: NRW-15	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522030		MinION	884519	417932924	SRR11593413	884519	453113518
SRP258006	SRX8160260	Sequencing of SARS-CoV-2: NRW-14	Sequencing of SARS-CoV-2: NRW-14	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522029		MinION	808656	382929624	SRR11593414	808656	414845318
SRP258006	SRX8160259	Sequencing of SARS-CoV-2: NRW-13	Sequencing of SARS-CoV-2: NRW-13	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522028		MinION	1134950	536365068	SRR11593415	1134950	581651486
SRP258006	SRX8160258	Sequencing of SARS-CoV-2: NRW-12	Sequencing of SARS-CoV-2: NRW-12	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522027		MinION	816104	386387232	SRR11593416	816104	418806289
SRP258006	SRX8160257	Sequencing of SARS-CoV-2: NRW-11	Sequencing of SARS-CoV-2: NRW-11	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522026		MinION	589042	276197802	SRR11593417	589042	300560655
SRP258006	SRX8160256	Sequencing of SARS-CoV-2: NRW-02	Sequencing of SARS-CoV-2: NRW-02	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522025		MinION	82003	30850099	SRR11593418	82003	34419270
SRP258006	SRX8160255	Sequencing of SARS-CoV-2: NRW-01	Sequencing of SARS-CoV-2: NRW-01	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	RT-PCR	SRS6522024		MinION	1062621	500955886	SRR11593419	1062621	544716606
SRP253728	SRX8156397	ARTIC Sequencing of hCoV-19: USA/WI-258/2020	ARTIC Sequencing of hCoV-19: USA/WI-258/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6518412		GridION	117707	52530511	SRR11588958	117707	57185349
SRP253728	SRX8156396	ARTIC Sequencing of hCoV-19: USA/WI-257/2020	ARTIC Sequencing of hCoV-19: USA/WI-257/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6518413		GridION	103033	46003699	SRR11588959	103033	50041093
SRP253728	SRX8156395	ARTIC Sequencing of hCoV-19: USA/WI-256/2020	ARTIC Sequencing of hCoV-19: USA/WI-256/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6518411		GridION	103227	46010485	SRR11588960	103227	50081972
SRP253728	SRX8156394	ARTIC Sequencing of hCoV-19: USA/WI-255/2020	ARTIC Sequencing of hCoV-19: USA/WI-255/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6518410		GridION	110492	49345807	SRR11588961	110492	53682155
SRP253728	SRX8156393	ARTIC Sequencing of hCoV-19: USA/WI-254/2020	ARTIC Sequencing of hCoV-19: USA/WI-254/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6518408		GridION	114902	51451220	SRR11588962	114902	55954732
SRP253728	SRX8156392	ARTIC Sequencing of hCoV-19: USA/WI-253/2020	ARTIC Sequencing of hCoV-19: USA/WI-253/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6518406		GridION	108354	48492492	SRR11588963	108354	52732028
SRP253728	SRX8156391	ARTIC Sequencing of hCoV-19: USA/WI-252/2020	ARTIC Sequencing of hCoV-19: USA/WI-252/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6518405		GridION	109856	49131828	SRR11588964	109856	53447541
SRP253728	SRX8156390	ARTIC Sequencing of hCoV-19: USA/WI-251/2020	ARTIC Sequencing of hCoV-19: USA/WI-251/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6518407		GridION	121128	53937659	SRR11588965	121128	58662643
SRP253728	SRX8156389	ARTIC Sequencing of hCoV-19: USA/WI-250/2020	ARTIC Sequencing of hCoV-19: USA/WI-250/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6518409		GridION	114541	50761220	SRR11588966	114541	55334148
SRP253728	SRX8155701	ARTIC Sequencing of hCoV-19: USA/WI-260/2020	ARTIC Sequencing of hCoV-19: USA/WI-260/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6517815		GridION	48814	21738965	SRR11588238	48814	23633292
SRP253728	SRX8155700	ARTIC Sequencing of hCoV-19: USA/WI-259/2020	ARTIC Sequencing of hCoV-19: USA/WI-259/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6517814		GridION	51081	22740167	SRR11588239	51081	24719146
SRP257865	SRX8155157	WGS of SARS-CoV-2: tiger	WGS of SARS-CoV-2: tiger	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	RT-PCR	SRS6517448		Illumina MiSeq	361802	81628775	SRR11587600	361802	181288567
SRP257865	SRX8155156	WGS of SARS-CoV-2: tiger	WGS of SARS-CoV-2: tiger	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	RT-PCR	SRS6517448		Illumina MiSeq	1223544	170679584	SRR11587601	1223544	346731469
SRP257865	SRX8155155	WGS of SARS-CoV-2: tiger	WGS of SARS-CoV-2: tiger	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	RT-PCR	SRS6517448		Illumina MiSeq	1144066	151576763	SRR11587602	1144066	331617691
SRP257865	SRX8155154	WGS of SARS-CoV-2: tiger	WGS of SARS-CoV-2: tiger	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	METAGENOMIC	RANDOM	SRS6517448		Ion Torrent S5	47351	8184977	SRR11587603	47351	10392118
SRP257865	SRX8155153	WGS of SARS-CoV-2: tiger	WGS of SARS-CoV-2: tiger	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	METAGENOMIC	RANDOM	SRS6517448		Illumina iSeq 100	1109354	270290992	SRR11587604	1109354	495744966
SRP257865	SRX8155152	WGS of SARS-CoV-2: tiger	WGS of SARS-CoV-2: tiger	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	METAGENOMIC	RANDOM	SRS6517448		Illumina iSeq 100	1234345	116148349	SRR11587605	1234345	341272538
SRP257865	SRX8155151	WGS of SARS-CoV-2: tiger	WGS of SARS-CoV-2: tiger	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	RT-PCR	SRS6517448		Illumina MiSeq	387290	85230058	SRR11587606	387290	194060751
SRP253728	SRX8151831	ARTIC Sequencing of hCoV-19: USA/WI-249/2020	ARTIC Sequencing of hCoV-19: USA/WI-249/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6514421		GridION	294117	131117541	SRR11584155	294117	142768046
SRP253728	SRX8151830	ARTIC Sequencing of hCoV-19: USA/WI-248/2020	ARTIC Sequencing of hCoV-19: USA/WI-248/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6514420		GridION	386783	172082030	SRR11584156	386783	187484849
SRP253728	SRX8151829	ARTIC Sequencing of hCoV-19: USA/WI-247/2020	ARTIC Sequencing of hCoV-19: USA/WI-247/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6514419		GridION	492997	218153019	SRR11584157	492997	237565830
SRP253728	SRX8151828	ARTIC Sequencing of hCoV-19: USA/WI-246/2020	ARTIC Sequencing of hCoV-19: USA/WI-246/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6514418		GridION	302551	134609068	SRR11584158	302551	146515020
SRP253728	SRX8151827	ARTIC Sequencing of hCoV-19: USA/WI-165/2020	ARTIC Sequencing of hCoV-19: USA/WI-165/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6514417		GridION	107836	48775800	SRR11584159	107836	53070833
SRP253728	SRX8151826	ARTIC Sequencing of hCoV-19: USA/WI-245/2020	ARTIC Sequencing of hCoV-19: USA/WI-245/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6514416		GridION	162673	72208694	SRR11584160	162673	78716969
SRP253728	SRX8151825	ARTIC Sequencing of hCoV-19: USA/WI-244/2020	ARTIC Sequencing of hCoV-19: USA/WI-244/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6514415		GridION	264577	116916474	SRR11584161	264577	127338615
SRP253728	SRX8151824	ARTIC Sequencing of hCoV-19: USA/WI-243/2020	ARTIC Sequencing of hCoV-19: USA/WI-243/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6514414		GridION	421483	188009308	SRR11584162	421483	204850622
SRP253728	SRX8151823	ARTIC Sequencing of hCoV-19: USA/WI-242/2020	ARTIC Sequencing of hCoV-19: USA/WI-242/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6514413		GridION	416118	184204802	SRR11584163	416118	200650937
SRP253728	SRX8151822	ARTIC Sequencing of hCoV-19: USA/WI-241/2020	ARTIC Sequencing of hCoV-19: USA/WI-241/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6514412		GridION	235038	104819057	SRR11584164	235038	113974816
SRP253728	SRX8151821	ARTIC Sequencing of hCoV-19: USA/WI-240/2020	ARTIC Sequencing of hCoV-19: USA/WI-240/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6514411		GridION	439900	197899432	SRR11584165	439900	215352558
SRP253728	SRX8151820	ARTIC Sequencing of hCoV-19: USA/WI-239/2020	ARTIC Sequencing of hCoV-19: USA/WI-239/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6514410		GridION	421781	189127214	SRR11584166	421781	205957394
SRP253728	SRX8151819	ARTIC Sequencing of hCoV-19: USA/WI-238/2020	ARTIC Sequencing of hCoV-19: USA/WI-238/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6514409		GridION	149318	67176583	SRR11584167	149318	73035994
SRP253728	SRX8151818	ARTIC Sequencing of hCoV-19: USA/WI-237/2020	ARTIC Sequencing of hCoV-19: USA/WI-237/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6514408		GridION	235016	104638578	SRR11584168	235016	113707695
SRP253728	SRX8151817	ARTIC Sequencing of hCoV-19: USA/WI-236/2020	ARTIC Sequencing of hCoV-19: USA/WI-236/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6514407		GridION	171841	77133283	SRR11584169	171841	83860227
SRP253728	SRX8151816	ARTIC Sequencing of hCoV-19: USA/WI-164/2020	ARTIC Sequencing of hCoV-19: USA/WI-164/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6514406		GridION	192870	86298778	SRR11584170	192870	93993758
SRP253728	SRX8151815	ARTIC Sequencing of hCoV-19: USA/WI-235/2020	ARTIC Sequencing of hCoV-19: USA/WI-235/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6514405		GridION	241657	108574123	SRR11584171	241657	118114006
SRP253728	SRX8151814	ARTIC Sequencing of hCoV-19: USA/WI-234/2020	ARTIC Sequencing of hCoV-19: USA/WI-234/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6514404		GridION	229153	102160739	SRR11584172	229153	111084082
SRP253728	SRX8151813	ARTIC Sequencing of hCoV-19: USA/WI-233/2020	ARTIC Sequencing of hCoV-19: USA/WI-233/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6514403		GridION	380826	170624284	SRR11584173	380826	185734218
SRP253728	SRX8151812	ARTIC Sequencing of hCoV-19: USA/WI-232/2020	ARTIC Sequencing of hCoV-19: USA/WI-232/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6514402		GridION	156590	69584682	SRR11584174	156590	75703259
SRP253728	SRX8151811	ARTIC Sequencing of hCoV-19: USA/WI-231/2020	ARTIC Sequencing of hCoV-19: USA/WI-231/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6514401		GridION	157214	69891540	SRR11584175	157214	76007697
SRP253728	SRX8151810	ARTIC Sequencing of hCoV-19: USA/WI-230/2020	ARTIC Sequencing of hCoV-19: USA/WI-230/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6514400		GridION	332171	149173811	SRR11584176	332171	162281270
SRP253728	SRX8151809	ARTIC Sequencing of hCoV-19: USA/WI-229/2020	ARTIC Sequencing of hCoV-19: USA/WI-229/2020	2697049	Severe acute respiratory syndrome coronavirus 2	WGS	VIRAL RNA	PCR	SRS6514399		GridION	274497	122061879	SRR11584177	274497	132809068
