study_accession	experiment_accession	experiment_title	experiment_desc	organism_taxid 	organism_name	library_strategy	library_source	library_selection	sample_accession	sample_title	instrument	total_spots	total_size	run_accession	run_total_spots	run_total_bases
SRP252977	SRX7917764	NTS: negative	NTS: negative	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	OTHER	PCR	SRS6324151		GridION	320	316478	SRR11313462	320	258632
SRP252977	SRX7917763	NTS: negative	NTS: negative	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	OTHER	PCR	SRS6324150		GridION	34	105292	SRR11313463	34	27128
SRP252977	SRX7917762	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324149		GridION	21801	14443987	SRR11313464	21801	15676985
SRP252977	SRX7917761	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324148		GridION	1921	1321263	SRR11313465	1921	1354324
SRP252977	SRX7917760	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324147		GridION	136	224405	SRR11313466	136	158103
SRP252977	SRX7917759	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324146		GridION	6	86760	SRR11313467	6	6764
SRP252977	SRX7917758	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324145		GridION	14920	9734681	SRR11313468	14920	10537727
SRP252977	SRX7917757	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324144		GridION	1181	818397	SRR11313469	1181	804579
SRP252977	SRX7917956	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324342		GridION	622	436039	SRR11313470	622	387566
SRP252977	SRX7917755	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324142		GridION	6	85784	SRR11313471	6	5738
SRP252977	SRX7917754	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324141		GridION	3	82306	SRR11313472	3	2018
SRP252977	SRX7917753	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324140		GridION	220	269638	SRR11313473	220	206799
SRP252977	SRX7917752	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324139		GridION	14	90915	SRR11313474	14	11300
SRP252977	SRX7917750	NTS: plasmid	NTS: plasmid	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	SYNTHETIC	PCR	SRS6324137		GridION	1	79185	SRR11313475	1	1046
SRP252977	SRX7917749	NTS: plasmid	NTS: plasmid	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	SYNTHETIC	PCR	SRS6324136		GridION	7	89469	SRR11313476	7	9675
SRP252977	SRX7917748	NTS: plasmid	NTS: plasmid	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	SYNTHETIC	PCR	SRS6324135		GridION	6	88930	SRR11313477	6	9090
SRP252977	SRX7917747	NTS: plasmid	NTS: plasmid	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	SYNTHETIC	PCR	SRS6324134		GridION	4	86903	SRR11313478	4	6902
SRP252977	SRX7917746	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324133		GridION	54	134704	SRR11313479	54	59392
SRP252977	SRX7917745	NTS: plasmid	NTS: plasmid	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	SYNTHETIC	PCR	SRS6324132		GridION	2	83156	SRR11313480	2	2852
SRP252977	SRX7917744	NTS: plasmid	NTS: plasmid	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	SYNTHETIC	PCR	SRS6324131		GridION	5	87889	SRR11313481	5	7925
SRP252977	SRX7917743	NTS: plasmid	NTS: plasmid	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	SYNTHETIC	PCR	SRS6324130		GridION	2	83768	SRR11313482	2	3508
SRP252977	SRX7917742	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324129		GridION	45	140815	SRR11313483	45	65680
SRP252977	SRX7917741	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324128		GridION	2	82657	SRR11313484	2	2317
SRP252977	SRX7917740	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324127		GridION	518	445112	SRR11313485	518	397286
SRP252977	SRX7917739	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324126		GridION	28	100843	SRR11313486	28	22093
SRP252977	SRX7917738	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324125		GridION	55	159866	SRR11313487	55	86380
SRP252977	SRX7917737	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324124		GridION	2	83296	SRR11313488	2	3014
SRP252977	SRX7917736	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324123		GridION	299	297951	SRR11313489	299	236590
SRP252977	SRX7917735	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324122		GridION	4	83531	SRR11313490	4	3232
SRP252977	SRX7917734	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324121		GridION	18	93470	SRR11313491	18	14009
SRP252977	SRX7917733	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324120		GridION	3378	2329638	SRR11313492	3378	2450321
SRP252977	SRX7917732	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324119		GridION	171	193633	SRR11313493	171	123672
SRP252977	SRX7917731	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324118		GridION	39036	25789798	SRR11313494	39036	28003397
SRP252977	SRX7917730	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324117		GridION	2113	1444495	SRR11313495	2113	1493210
SRP252977	SRX7917729	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324116		GridION	146	209870	SRR11313496	146	140533
SRP252977	SRX7917728	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324115		GridION	8	88020	SRR11313497	8	8101
SRP252977	SRX7917727	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324114		GridION	52	156213	SRR11313498	52	82405
SRP252977	SRX7917726	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324113		GridION	3	84499	SRR11313499	3	4327
SRP252977	SRX7917725	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324112		GridION	52	114960	SRR11313500	52	37257
SRP252977	SRX7917724	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324111		GridION	16	93439	SRR11313501	16	14147
SRP252977	SRX7917723	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324110		GridION	1	78387	SRR11313502	1	468
SRP252977	SRX7917722	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324109		GridION	62	130416	SRR11313503	62	54039
SRP252977	SRX7917721	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324108		GridION	4	83609	SRR11313504	4	3303
SRP252977	SRX7917720	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324107		GridION	314	278926	SRR11313505	314	215664
SRP252977	SRX7917719	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324106		GridION	23	97309	SRR11313506	23	18114
SRP252977	SRX7917718	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324105		GridION	1893	1348593	SRR11313507	1893	1378954
SRP252977	SRX7917717	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324104		GridION	87	141311	SRR11313508	87	66231
SRP252977	SRX7917716	NTS: clinical sample	NTS: clinical sample	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	SRS6324103		GridION	41	116837	SRR11313509	41	39202
SRP252988	SRX7918726	RNA-seq of COVID-19 positive human  from San Diego county	RNA-seq of COVID-19 positive human  from San Diego county	2697049	Severe acute respiratory syndrome coronavirus 2	RNA-Seq	VIRAL RNA	PCR	SRS6325118		Illumina MiSeq	517281	64753247	SRR11314339	517281	156068315
SRP252988	SRX7949318	RNA-seq of COVID-19 positive human from San Diego county	RNA-seq of COVID-19 positive human from San Diego county	2697049	Severe acute respiratory syndrome coronavirus 2	RNA-Seq	VIRAL RNA	PCR	SRS6325118		MinION	2645519	1696059020	SRR11347377	2645519	2114343649
No results found for SRR11350376
