	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash
3900	ERR4082738	2020-04-30 12:16:56	2020-04-30 23:38:06	186609	92577547	186462	496	21	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082738	ERX4078884		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535839	SAMEA6808189	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1138							no					UNIVERSITY OF GLASGOW	ERA2531321		public	2E2C5898589CCEC2E5CBFF4F53DC484F	33D83CA4680603DA3378D5CE09BD8CDA
3901	ERR4082739	2020-05-01 12:01:09	2020-05-08 07:00:58	205678	102692143	205558	499	23	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era15/ERR/ERR4082/ERR4082739	ERX4078885		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4519626	SAMEA6791954	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR114							no					UNIVERSITY OF GLASGOW	ERA2531324		public	157ECCF8E5E3BD2F8B94345879B63C86	9336410663B98F309479338049B77B8F
3902	ERR4082740	2020-05-01 12:01:09	2020-05-07 04:30:38	217712	108446045	217566	498	23	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR4082/ERR4082740	ERX4078886		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535841	SAMEA6808191	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1142							no					UNIVERSITY OF GLASGOW	ERA2531428		public	35CCB424868248B1A733743176C5751E	5440686269840744807C0B0965ADE605
3904	ERR4082742	2020-05-01 12:01:09	2020-05-08 07:01:01	249226	124159878	248844	498	26	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era15/ERR/ERR4082/ERR4082742	ERX4078888		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4519627	SAMEA6791955	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR115							no					UNIVERSITY OF GLASGOW	ERA2531472		public	311710FD9F8A53DBC46719353FB915ED	4B6BEC6C1729CA1DB82D7264A7A041C0
3905	ERR4082743	2020-05-01 12:01:09	2020-05-08 07:00:46	310150	154853304	309973	499	34	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era15/ERR/ERR4082/ERR4082743	ERX4078890		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4519628	SAMEA6791956	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR116							no					UNIVERSITY OF GLASGOW	ERA2531682		public	ABFA85719D0FA00FDD3F8283812AE69C	69CEF4E696FAF6141909C504A10F0D8E
3906	ERR4085135	2020-05-02 15:11:49	2020-05-02 19:22:34	417217	207947807	0	498	46	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4085/ERR4085135	ERX4078892		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4519630	SAMEA6791958	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR118							no					UNIVERSITY OF GLASGOW	ERA2537420		public	54CB443F3BCAF751F174DA7C68F6B6A8	9177204308D12A4F6665D1778D2EB027
3907	ERR4082745	2020-05-01 12:01:09	2020-05-08 07:00:45	356415	177426937	0	497	40	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era15/ERR/ERR4082/ERR4082745	ERX4078893		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4519634	SAMEA6791962	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR123							no					UNIVERSITY OF GLASGOW	ERA2531756		public	AF42A4A55554A58C3B428D330962068C	676CD4634C015178DA994AF3CA4971AB
3909	ERR4082747	2020-04-30 12:16:56	2020-04-30 23:43:32	314435	156921267	314232	499	33	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082747	ERX4078895		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535847	SAMEA6808197	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1271							no					UNIVERSITY OF GLASGOW	ERA2531765		public	0578D193FA2D05DB8691C2DB9071E3DA	2362E4B08181C00B212580FEC83C3A9B
3910	ERR4082748	2020-04-30 12:16:56	2020-04-30 23:38:51	185467	92439694	185177	498	23	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082748	ERX4078896		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535848	SAMEA6808198	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1272							no					UNIVERSITY OF GLASGOW	ERA2531768		public	F2210B827F067F3B5CFA7AC7290994A4	41BAD35CD3B959525A09EB248ABEFC3C
3911	ERR4082749	2020-04-30 12:16:56	2020-04-30 23:39:00	183506	91349482	182948	497	23	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082749	ERX4078897		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535849	SAMEA6808199	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1277							no					UNIVERSITY OF GLASGOW	ERA2531916		public	81346EFF584ADC719D0C7F027A415F74	0A10552B5AA6A0D0AAEFD55BB74D1506
3912	ERR4082750	2020-04-30 12:16:56	2020-04-30 23:37:49	170189	84512738	169537	496	20	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082750	ERX4078898		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4519638	SAMEA6791966	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR128							no					UNIVERSITY OF GLASGOW	ERA2531918		public	7CF9D0A47043117B8ED1205F77521F27	5D602CC53F01A241480C6687AEBA965D
3913	ERR4082751	2020-04-30 12:16:56	2020-04-30 23:43:01	159379	79438100	159120	498	17	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082751	ERX4078899		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4519639	SAMEA6791967	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR129							no					UNIVERSITY OF GLASGOW	ERA2531920		public	E925E6ED57629BC778217015771C4499	A26758B0F0E52565BDF54D1377F9BFF9
3914	ERR4082752	2020-04-30 12:16:56	2020-04-30 23:41:48	268071	133513555	267580	498	33	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082752	ERX4078900		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535850	SAMEA6808200	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1290							no					UNIVERSITY OF GLASGOW	ERA2531987		public	741FA3C1D1751B79226DEA2427D66BD5	F549D8067BF7272E8FC5334DB1D5E623
3915	ERR4082753	2020-04-30 12:16:56	2020-04-30 23:37:53	232700	115825714	232330	497	24	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082753	ERX4078901		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535851	SAMEA6808201	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1296							no					UNIVERSITY OF GLASGOW	ERA2531990		public	461DACE19597753E13C9DFE1375C610A	F62525428BBE409FAAB87421A3A525B1
3916	ERR4082754	2020-04-30 12:16:56	2020-04-30 23:47:42	216730	108226064	216638	499	24	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082754	ERX4078902		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4519642	SAMEA6791970	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR13							no					UNIVERSITY OF GLASGOW	ERA2531992		public	685D3AE273DBDA113F44EB64EB1E3002	B31665FDF64EC19706762847B1B40740
3917	ERR4082755	2020-04-30 12:16:56	2020-04-30 23:47:45	341842	170522067	341558	498	37	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082755	ERX4078903		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4519640	SAMEA6791968	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR130							no					UNIVERSITY OF GLASGOW	ERA2531994		public	9E79D18145B976C73EE706C447DB8DC0	7C978646D8420EA4F6D18B1009EF3DAD
3918	ERR4082756	2020-04-30 12:16:56	2020-04-30 23:38:21	193839	96222112	193414	496	23	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082756	ERX4078904		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535852	SAMEA6808202	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1305							no					UNIVERSITY OF GLASGOW	ERA2531997		public	ACC32344506C7D08B14E78079D3B4F5F	8C29472041458E3B80B9E6344663E741
3920	ERR4082758	2020-04-30 12:16:56	2020-04-30 23:47:46	305837	152355318	305480	498	35	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082758	ERX4078906		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535854	SAMEA6808204	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1309							no					UNIVERSITY OF GLASGOW	ERA2532003		public	719EB973DECD50F1A7923575B10B7856	046D72DE8C29A55C56790958914308DE
3921	ERR4082759	2020-04-30 12:16:56	2020-04-30 23:43:40	185021	91804106	184358	496	21	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082759	ERX4078907		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4519641	SAMEA6791969	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR131							no					UNIVERSITY OF GLASGOW	ERA2532005		public	2F7A2925F122567B39440B597BDC2D7E	BB910070EE1D74FFF703DC8E5555D180
3922	ERR4082761	2020-04-30 12:16:56	2020-04-30 23:39:47	175361	87352257	175142	498	19	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082761	ERX4078908		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535855	SAMEA6808205	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1311							no					UNIVERSITY OF GLASGOW	ERA2532009		public	848525A9D0E06F66D51514013F3CFC97	EF6D94CC6612C8EFC892D5D2985D3E0E
3923	ERR4082762	2020-04-30 12:16:56	2020-04-30 23:38:09	274936	136445757	273827	496	36	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082762	ERX4078910		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535856	SAMEA6808206	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1312							no					UNIVERSITY OF GLASGOW	ERA2532012		public	BF2F4460775EC85C7B69767137E39104	A97FE1C143F5FC90F92C52ABC37894AC
3924	ERR4082763	2020-04-30 12:16:56	2020-04-30 23:39:58	244509	121713410	244246	497	28	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082763	ERX4078911		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535857	SAMEA6808207	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1314							no					UNIVERSITY OF GLASGOW	ERA2532015		public	67F187D6EBC310F6DC3FA5066E70CEB0	D83131AA749D8AF9C371DB6BA2364790
3925	ERR4082764	2020-04-30 12:16:56	2020-04-30 23:39:15	138895	69126313	138586	497	15	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082764	ERX4078912		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4519643	SAMEA6791971	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR132							no					UNIVERSITY OF GLASGOW	ERA2532017		public	E6CA1AAE9784DB92F8C6E17EF784D01A	A86C2938CFDACDDEEEE155CD44A688CE
3926	ERR4082765	2020-04-30 12:16:56	2020-04-30 23:38:50	236156	117434103	235740	497	29	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082765	ERX4078913		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535858	SAMEA6808208	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1324							no					UNIVERSITY OF GLASGOW	ERA2532020		public	E25299360A5720AF810D7E088A74306E	D2D92133EA53000CEB93E0A7B2F464E3
3927	ERR4082766	2020-04-30 12:16:56	2020-04-30 23:43:42	200841	100044255	200692	498	21	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082766	ERX4078914		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535859	SAMEA6808209	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1325							no					UNIVERSITY OF GLASGOW	ERA2532023		public	A9CF74F571AAAC809693408EDD93C5D3	3E370530176F0EE8BBB9F26444AC637F
3928	ERR4082767	2020-04-30 12:16:56	2020-04-30 23:44:04	273031	135645521	272824	496	30	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082767	ERX4078915		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535860	SAMEA6808210	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1329							no					UNIVERSITY OF GLASGOW	ERA2532026		public	5597EAB650642C0D841BDFF8881EF491	724ADF9939917CDB319745FCEF8B9BE6
3929	ERR4082768	2020-04-30 12:16:56	2020-04-30 23:38:53	183566	91208331	183127	496	20	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082768	ERX4078916		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4519644	SAMEA6791972	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR133							no					UNIVERSITY OF GLASGOW	ERA2532028		public	E74DB274E2A5D3CB5457F1EB79657F47	C6F8D2F414BCEC39995ECD9763600D2B
3930	ERR4082769	2020-04-30 12:16:56	2020-04-30 23:39:07	191017	95137042	190823	498	20	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082769	ERX4078917		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535861	SAMEA6808211	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1331							no					UNIVERSITY OF GLASGOW	ERA2532031		public	BFE88F148290B819FFB6703F274D8B8B	B6453A29F363B0CCB463F1E3DF8F34B1
3931	ERR4082770	2020-04-30 12:16:56	2020-04-30 23:38:55	171798	85457574	171621	497	19	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082770	ERX4078918		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535862	SAMEA6808212	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1334							no					UNIVERSITY OF GLASGOW	ERA2532034		public	F8ECBE98B0893152D1FDAC56A57EBA16	8C60503EA02DFCB6929D2D9723B41C7B
3932	ERR4082771	2020-04-30 12:16:56	2020-04-30 23:38:46	249002	124031970	248746	498	28	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082771	ERX4078919		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535863	SAMEA6808213	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1336							no					UNIVERSITY OF GLASGOW	ERA2532037		public	400D5C1E7240F2F29865B6E804CC3ABF	C524C99D19797946A532EAC33366ABF2
3933	ERR4082772	2020-04-30 12:16:56	2020-04-30 23:39:06	209710	104171808	209563	496	23	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082772	ERX4078920		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535864	SAMEA6808214	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1337							no					UNIVERSITY OF GLASGOW	ERA2532040		public	B41292B7276C08B36B296B9F8B5DC22A	F909588C7B13367A24755CF4218FB8F4
3934	ERR4082773	2020-04-30 12:16:56	2020-04-30 23:38:39	176250	87772174	175997	497	19	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082773	ERX4078921		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4519645	SAMEA6791973	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR134							no					UNIVERSITY OF GLASGOW	ERA2532042		public	DE91D2CEEDEEECFF3F56AE485D6730C1	99C4C7A25B92923C7F772F7930AD73B9
3935	ERR4082774	2020-04-30 12:16:56	2020-04-30 23:38:46	203052	101067478	202798	497	22	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082774	ERX4078922		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535865	SAMEA6808215	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1343							no					UNIVERSITY OF GLASGOW	ERA2532045		public	9C608ADD4E4ADEE5459B9D6B42A4DF34	8263A9FEE21227D9FCA27F833298D987
3936	ERR4082775	2020-04-30 12:16:56	2020-04-30 23:39:04	185333	92384056	185125	498	19	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082775	ERX4078923		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535866	SAMEA6808216	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1345							no					UNIVERSITY OF GLASGOW	ERA2532048		public	39F876AF124F45833EF03C3C6B85B4CE	60BECEF2C3883D3F1E7F5030F057B7D9
3937	ERR4082776	2020-04-30 12:16:56	2020-04-30 23:45:54	380082	189573064	379528	498	42	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082776	ERX4078924		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4519646	SAMEA6791974	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR135							no					UNIVERSITY OF GLASGOW	ERA2532050		public	D1A3217A0A0209448CB2D103B40FC78F	47C26AD4A6659B21A4E9874E8325FACB
3938	ERR4082777	2020-04-30 12:16:56	2020-04-30 23:38:59	252220	125631884	251908	498	28	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082777	ERX4078925		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535867	SAMEA6808217	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1351							no					UNIVERSITY OF GLASGOW	ERA2532053		public	1E74C9C5BA4F981405251CB44A636F66	1CF88461FFC51A496D7FC9EE95713958
3939	ERR4082778	2020-04-30 12:16:56	2020-04-30 23:39:42	295607	147056650	295375	497	33	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR4082/ERR4082778	ERX4078926		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535868	SAMEA6808218	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1352							no					UNIVERSITY OF GLASGOW	ERA2532056		public	7344893ADBC0D06E3FD0AA4EBCCA1B5F	F9BD7A4F5A2791F5440BD201C7B5D443
3940	ERR4082779	2020-04-30 12:16:56	2020-04-30 23:38:59	219571	109317667	219091	497	24	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082779	ERX4078927		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535869	SAMEA6808219	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1356							no					UNIVERSITY OF GLASGOW	ERA2532059		public	92BBDAB67A7A2FBAC95599126992922F	BFEC81923BEADA3BB4240AC0174D109E
3941	ERR4082780	2020-05-01 12:26:32	2020-05-01 13:26:16	313267	155580780	312963	496	34	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082780	ERX4078928		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535870	SAMEA6808220	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1358							no					UNIVERSITY OF GLASGOW	ERA2532062		public	32E5311680F75241B61021FD2C6D9BC2	46ED7367037AAF30ED00C8F62D6D8C7B
3942	ERR4082782	2020-05-01 12:26:32	2020-05-01 13:26:15	251678	125403787	251517	498	27	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082782	ERX4078929		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535871	SAMEA6808221	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1359							no					UNIVERSITY OF GLASGOW	ERA2532066		public	2BFAFAD925110F089A5F5D7D8DCE3AD3	BE75B3E5C5711956F8CB9A4DD80C20DB
3943	ERR4082783	2020-05-01 12:26:32	2020-05-01 13:26:13	192635	95847004	192374	497	21	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082783	ERX4078931		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4519647	SAMEA6791975	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR136							no					UNIVERSITY OF GLASGOW	ERA2532068		public	5BB34D5D834CB6B843D7807A741DC76A	94B1D1D4992E4B4B8E76375959912E69
3944	ERR4082784	2020-05-01 12:26:32	2020-05-01 13:26:00	170996	85020523	170734	497	19	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082784	ERX4078932		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535872	SAMEA6808222	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1361							no					UNIVERSITY OF GLASGOW	ERA2532071		public	C717F83D9B18924DDDCBDF2C121D2699	04390411D0492E5E5CB8CF2CFC9DDF39
3945	ERR4082785	2020-05-01 12:26:32	2020-05-01 13:26:18	194581	96890707	194383	497	21	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082785	ERX4078933		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535873	SAMEA6808223	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1364							no					UNIVERSITY OF GLASGOW	ERA2532074		public	138D7AF546BFD7D8C851036F6A534C78	46771F146E29ECCA907EEC09ACB6BC1E
3946	ERR4082786	2020-05-01 12:26:32	2020-05-01 13:26:16	264886	131880407	264691	497	28	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082786	ERX4078934		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535874	SAMEA6808224	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1365							no					UNIVERSITY OF GLASGOW	ERA2532077		public	058BC33DC093EA2677C6FF909DD28C9D	E9F8E069B67C261C41F866B3D44535D2
3947	ERR4082787	2020-05-01 12:26:32	2020-05-01 13:26:26	203666	101492739	203403	498	23	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082787	ERX4078935		AMPLICON	PCR	VIRAL RNA	PAIRED	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535875	SAMEA6808225	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1366							no					UNIVERSITY OF GLASGOW	ERA2532080		public	638427F94AEBDE068A0F5C300D874A68	F8063741769DCF8F473C6FF5C2A0C792
